SY,ORG_ID,PK/EEE,K_Full,K_Part,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,AW,ADP,PD,Total
2019,PS333,34,18,0,19,22,16,19,18,19,17,16,0,0,0,0,0,0,0,198
2019,PS334,32,16,0,23,31,32,19,28,34,0,0,0,0,0,0,0,0,0,215
2019,PS336,7,6,0,10,9,7,8,8,7,0,0,0,0,0,0,0,0,0,62
2019,PS337,25,40,0,41,44,45,45,51,0,0,0,0,0,0,0,0,0,0,291
2019,PS339,46,34,0,29,29,26,36,35,0,0,0,0,0,0,0,0,0,0,235
2019,PS343,37,30,0,39,37,24,40,27,0,0,0,0,0,0,0,0,0,0,234
2019,PS344,0,0,0,0,0,0,0,0,37,36,22,43,43,52,34,0,0,0,267
2019,PS347,7,3,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,0,23
2019,PS351,0,0,0,0,0,0,0,0,0,0,0,48,60,60,44,0,0,0,212
2019,PS352,16,13,0,13,17,18,21,18,27,0,0,0,0,0,0,0,0,0,143
2019,PS353,9,4,0,12,5,9,5,5,6,0,0,0,0,0,0,0,0,0,55
2019,PS354,3,1,0,5,1,3,4,3,3,0,0,0,0,0,0,0,0,0,23
2019,PS355,47,21,0,26,28,23,25,27,36,0,0,0,0,0,0,0,0,0,233
2019,PS356,0,0,0,0,0,0,0,0,0,79,60,104,98,88,72,0,0,0,501
2019,PS357,15,10,0,6,8,11,9,13,12,0,0,0,0,0,0,0,0,0,84
2019,PS359,49,46,0,39,34,35,38,57,48,0,0,0,0,0,0,0,0,0,346
2019,PS364,0,0,0,0,0,0,0,0,0,140,113,0,0,0,0,0,0,0,253
2019,PS365,0,0,0,0,0,0,0,0,0,128,145,0,0,0,0,0,0,0,273
2019,PS366,0,0,0,0,0,0,0,0,0,115,156,0,0,0,0,0,0,0,271
2019,PS367,0,0,0,0,0,0,0,0,0,146,138,0,0,0,0,0,0,0,284
2019,PS374,21,8,0,13,5,9,9,12,8,0,0,0,0,0,0,0,0,0,85
2019,PS378,55,36,0,35,33,39,30,39,0,0,0,0,0,0,0,0,0,0,267
2019,PS380,42,26,0,27,39,32,30,32,0,0,0,0,0,0,0,0,0,0,228
2019,PS381,116,100,0,94,92,99,87,73,80,67,78,0,0,0,0,0,0,0,886
2019,PS382,0,0,0,0,0,131,118,123,136,0,0,0,0,0,0,0,0,0,508
2019,PS383,166,18,0,15,20,18,15,20,20,0,0,0,0,0,0,0,0,0,292
2019,PS385,0,34,0,33,29,36,30,31,34,0,0,0,0,0,0,0,0,0,227
2019,PS388,0,0,0,0,0,0,0,0,0,0,0,301,304,287,356,0,0,0,1248
2019,PS390,100,67,0,70,66,66,70,0,0,0,0,0,0,0,0,0,0,0,439
2019,PS391,0,0,0,0,0,0,0,73,75,67,69,0,0,0,0,0,0,0,284
2019,PS392,30,22,0,20,21,22,30,19,25,0,0,0,0,0,0,0,0,0,189
2021,PS420,0,0,0,0,0,0,0,0,0,0,0,59,59,56,50,0,0,0,224
2019,PS184,17,10,0,13,24,4,10,9,11,12,11,0,0,0,0,0,0,0,121
2019,PS185,0,0,0,0,0,0,0,0,105,122,114,0,0,0,0,0,0,0,341
2019,PS186,0,0,0,0,0,0,0,0,0,0,0,114,138,107,115,0,0,0,474
2019,PS187,0,0,0,0,0,0,0,0,0,116,138,143,142,122,134,0,0,0,795
2019,PS188,149,64,0,58,49,60,65,80,0,0,0,0,0,0,0,0,0,0,525
2019,PS189,20,21,0,20,24,16,24,22,20,0,0,0,0,0,0,0,0,0,167
2019,PS190,19,18,0,10,10,13,16,13,13,13,11,0,0,0,0,0,0,0,136
2019,PS191,0,0,0,0,0,0,0,0,0,0,0,79,82,83,71,3,0,0,318
2019,PS192,36,35,0,21,23,25,19,16,0,0,0,0,0,0,0,0,0,0,175
2019,PS193,52,17,0,15,18,16,14,15,15,0,0,0,0,0,0,0,0,0,162
2019,PS194,80,63,0,50,43,60,56,0,0,0,0,0,0,0,0,0,0,0,352
2019,PS195,0,0,0,0,0,0,0,0,0,92,117,128,81,101,108,0,0,0,627
2019,PS196,0,0,0,0,0,0,0,0,0,0,0,198,207,234,221,0,0,0,860
2019,PS197,0,0,0,0,0,0,0,0,138,207,250,0,0,0,0,0,0,0,595
2019,PS198,21,20,0,11,17,9,13,11,9,0,0,0,0,0,0,0,0,0,111
2019,PS199,0,0,0,0,0,0,0,0,0,0,0,185,205,190,202,0,0,0,782
2019,PS200,83,38,0,56,46,48,33,51,60,0,0,0,0,0,0,0,0,0,415
2019,PS201,3,5,0,8,5,5,10,6,3,8,6,0,0,0,0,0,0,0,59
2019,PS202,16,19,0,10,23,16,21,16,23,0,0,0,0,0,0,0,0,0,144
2019,PS204,58,50,0,40,42,51,45,38,43,0,0,0,0,0,0,0,0,0,367
2019,PS205,18,10,0,11,10,13,13,11,12,0,0,0,0,0,0,0,0,0,98
2018,PS023,10,14,0,7,14,10,13,16,16,0,0,0,0,0,0,0,0,0,100
2018,PS045,0,27,0,37,37,34,38,35,36,0,0,0,0,0,0,0,0,0,244
2018,PS162,16,11,0,16,21,14,21,14,19,0,0,0,0,0,0,0,0,0,132
2018,PS189,15,18,0,22,14,26,21,20,20,0,0,0,0,0,0,0,0,0,156
2018,PS195,0,0,0,0,0,0,0,0,0,123,125,77,104,108,119,0,0,0,656
2018,PS246,15,19,0,21,13,24,22,28,14,0,0,0,0,0,0,0,0,0,156
2018,PS002,18,12,0,11,9,9,9,7,5,0,0,0,0,0,0,0,0,0,80
2018,PS108,14,20,0,16,21,12,19,28,28,0,0,0,0,0,0,0,0,0,158
2018,PS311,36,32,0,29,33,33,38,33,34,0,0,0,0,0,0,0,0,0,268
2018,PS312,0,0,0,0,0,0,0,0,0,82,66,92,65,81,64,0,0,0,450
2018,PS043,19,12,0,6,6,10,6,12,6,0,0,0,0,0,0,0,0,0,77
2018,PS076,12,9,0,6,8,10,11,15,19,0,0,0,0,0,0,0,0,0,90
2018,PS179,97,66,0,69,59,60,62,66,48,0,0,0,0,0,0,0,0,0,527
2018,PS180,0,0,0,0,0,0,0,0,0,0,0,123,148,132,173,3,0,0,579
2019,PS206,12,10,0,8,14,11,13,8,10,10,9,0,0,0,0,0,0,0,105
2019,PS208,0,0,0,0,0,0,0,0,0,0,0,176,178,181,145,0,0,0,680
2019,PS209,15,5,0,10,8,7,8,7,6,0,0,0,0,0,0,0,0,0,66
2019,PS210,54,44,0,45,37,40,43,44,0,0,0,0,0,0,0,0,0,0,307
2018,PS244,10,10,0,4,8,10,3,8,5,0,0,0,0,0,0,0,0,0,58
2018,PS259,14,10,0,14,13,14,12,19,14,0,0,0,0,0,0,0,0,0,110
2018,PS268,30,14,0,14,13,6,9,9,8,0,0,0,0,0,0,0,0,0,103
2018,PS336,9,9,0,9,8,8,10,7,4,0,0,0,0,0,0,0,0,0,64
2018,PS366,0,0,0,0,0,0,0,0,0,148,133,0,0,0,0,0,0,0,281
2018,PS031,16,6,0,2,8,5,4,7,10,11,9,0,0,0,0,0,0,0,78
2018,PS061,39,34,0,32,37,32,51,33,34,40,44,0,0,0,0,0,0,0,376
2018,PS103,37,38,0,45,23,35,23,38,33,38,33,0,0,0,0,0,0,0,343
2018,PS104,0,0,0,0,0,0,0,0,0,0,0,122,79,98,95,0,0,0,394
2018,PS218,20,15,0,11,17,14,9,15,14,15,12,0,0,0,0,0,0,0,142
2018,PS029,56,50,0,44,51,47,52,42,0,0,0,0,0,0,0,0,0,0,342
2018,PS188,115,56,0,50,59,60,82,62,0,0,0,0,0,0,0,0,0,0,484
2018,PS192,36,18,0,23,23,18,15,23,0,0,0,0,0,0,0,0,0,0,156
2018,PS196,0,0,0,0,0,0,0,0,0,0,0,192,233,243,196,0,0,0,864
2018,PS197,0,0,0,0,0,0,0,0,130,246,198,0,0,0,0,0,0,0,574
2018,PS231,38,28,0,34,21,39,34,28,38,0,0,0,0,0,0,0,0,0,260
2018,PS262,42,27,0,32,31,30,30,33,27,0,0,0,0,0,0,0,0,0,252
2018,PS354,2,6,0,1,4,4,3,4,0,0,0,0,0,0,0,0,0,0,24
2018,PS079,10,12,0,7,15,14,9,15,12,0,0,0,0,0,0,0,0,0,94
2018,PS085,25,13,0,16,6,16,12,29,19,23,26,0,0,0,0,0,0,0,185
2018,PS111,62,24,0,32,31,33,43,26,39,29,32,0,0,0,0,0,0,0,351
2018,PS175,56,38,0,36,31,33,37,38,40,43,61,0,0,0,0,0,0,0,413
2018,PS293,6,10,0,14,12,12,17,10,11,0,0,0,0,0,0,0,0,0,92
2018,PS392,25,20,0,21,19,30,19,27,21,0,0,0,0,0,0,0,0,0,182
2018,PS072,0,0,0,0,0,0,0,0,0,0,0,168,142,169,156,6,0,0,641
2018,PS073,0,0,0,0,0,0,0,0,158,157,147,0,0,0,0,0,0,0,462
2018,PS174,203,0,0,0,0,163,170,169,0,0,0,0,0,0,0,0,0,0,705
2018,PS227,0,96,0,74,77,0,0,0,0,0,0,0,0,0,0,0,0,0,247
2018,PS309,0,81,0,84,79,0,0,0,0,0,0,0,0,0,0,0,0,0,244
2018,PS051,34,12,3,19,19,22,21,25,21,18,28,0,0,0,0,0,0,0,222
2018,PS170,82,60,0,56,51,51,49,46,56,47,54,0,0,0,0,0,0,0,552
2018,PS184,18,10,0,25,5,9,8,9,12,11,13,0,0,0,0,0,0,0,120
2018,PS201,1,7,0,4,5,9,7,3,10,5,9,0,0,0,0,0,0,0,60
2018,PS294,10,12,0,10,8,6,15,15,8,9,10,0,0,0,0,0,0,0,103
2018,PS018,27,13,0,13,18,18,28,20,18,18,23,0,0,0,0,0,0,0,196
2018,PS082,38,21,0,20,19,29,17,30,17,40,33,29,23,35,25,0,0,0,376
2018,PS223,11,7,0,7,11,10,6,7,4,0,0,0,0,0,0,0,0,0,63
2018,PS316,11,7,0,9,7,5,7,7,6,8,8,0,0,0,0,0,0,0,75
2018,PS140,95,71,0,116,102,110,112,110,0,0,0,0,0,0,0,0,0,0,716
2018,PS185,0,0,0,0,0,0,0,0,123,122,119,0,0,0,0,0,0,0,364
2018,PS186,0,0,0,0,0,0,0,0,0,0,0,136,121,120,118,0,1,0,496
2018,PS400,91,63,0,69,68,65,60,77,60,70,77,0,0,0,0,0,0,0,700
2018,PS041,29,27,0,17,20,18,20,0,0,0,0,0,0,0,0,0,0,0,131
2018,PS050,0,0,0,0,0,0,0,98,93,116,101,0,0,0,0,0,0,0,408
2018,PS058,0,0,0,0,0,0,0,94,83,77,77,0,0,0,0,0,0,0,331
2018,PS152,53,65,0,54,47,32,58,0,0,0,0,0,0,0,0,0,0,0,309
2018,PS199,0,0,0,0,0,0,0,0,0,0,0,207,200,202,178,0,0,0,787
2018,PS243,72,50,0,40,38,47,47,0,0,0,0,0,0,0,0,0,0,0,294
2018,PS270,24,11,0,13,20,17,11,0,0,0,0,0,0,0,0,0,0,0,96
2018,PS306,35,16,0,19,20,19,24,0,0,0,0,0,0,0,0,0,0,0,133
2018,PS307,50,21,0,22,14,19,19,0,0,0,0,0,0,0,0,0,0,0,145
2018,PS066,0,0,0,0,0,0,0,0,0,0,0,342,337,316,305,0,0,0,1300
2018,PS068,49,29,0,40,36,36,35,44,46,35,37,0,0,0,0,0,0,0,387
2018,PS143,71,42,0,47,63,52,67,51,61,67,46,0,0,0,0,0,0,0,567
2018,PS264,114,68,0,82,74,73,93,79,90,86,73,0,0,0,0,0,0,0,832
2018,PS398,154,104,0,100,103,106,101,118,112,118,106,0,0,0,0,0,0,0,1122
2018,PS052,0,0,0,0,0,0,0,0,0,0,0,257,254,240,228,1,0,0,980
2018,PS065,327,56,0,60,53,50,59,35,0,0,0,0,0,0,0,0,0,0,640
2018,PS080,0,43,0,57,37,41,46,45,0,0,0,0,0,0,0,0,0,0,269
2018,PS094,0,41,0,44,62,48,55,59,0,0,0,0,0,0,0,0,0,0,309
2018,PS095,0,0,0,0,0,0,0,0,137,141,127,0,0,0,0,0,0,0,405
2018,PS155,26,50,0,47,58,39,55,65,0,0,0,0,0,0,0,0,0,0,340
2018,PS159,21,28,0,32,31,25,28,20,0,0,0,0,0,0,0,0,0,0,185
2018,PS169,0,0,0,0,0,0,0,0,132,148,122,0,0,0,0,0,0,0,402
2018,PS337,15,44,0,46,44,44,50,47,0,0,0,0,0,0,0,0,0,0,290
2018,PS064,294,39,0,42,47,31,38,51,0,0,0,0,0,0,0,0,0,0,542
2018,PS216,0,71,0,63,68,61,54,82,0,0,0,0,0,0,0,0,0,0,399
2018,PS271,0,47,0,64,50,55,63,60,0,0,0,0,0,0,0,0,0,0,339
2018,PS272,0,0,0,0,0,0,0,0,0,0,0,226,256,198,244,0,2,0,926
2018,PS273,0,0,0,0,0,0,0,0,185,180,186,0,0,0,0,0,0,0,551
2018,PS154,87,70,0,64,60,62,62,53,0,0,0,0,0,0,0,0,0,0,458
2018,PS351,0,0,0,0,0,0,0,0,0,0,0,65,71,46,59,0,0,0,241
2018,PS401,0,0,0,0,0,0,0,0,52,59,47,0,0,0,0,0,0,0,158
2018,PS074,11,13,0,13,11,5,17,18,15,14,16,0,0,0,0,0,0,0,133
2018,PS168,20,14,0,15,13,19,14,12,13,16,10,0,0,0,0,0,0,0,146
2018,PS324,15,9,0,17,18,11,16,11,13,24,8,0,0,0,0,0,0,0,142
2018,PS059,17,12,0,6,13,10,11,9,11,16,12,15,23,13,22,0,0,0,190
2018,PS015,28,11,0,13,18,10,11,18,8,17,14,0,0,0,0,0,0,0,148
2018,PS032,24,20,0,22,18,19,17,22,18,27,30,0,0,0,0,0,0,0,217
2018,PS096,66,41,0,34,34,23,48,37,0,0,0,0,0,0,0,0,0,0,283
2018,PS098,0,0,0,0,0,0,0,0,28,29,44,84,94,71,91,0,0,0,441
2018,PS190,17,11,0,11,12,18,14,15,14,14,14,0,0,0,0,0,0,0,140
2018,PS241,32,29,0,24,32,26,22,32,0,0,0,0,0,0,0,0,0,0,197
2018,PS242,0,0,0,0,0,0,0,0,33,33,35,24,35,37,28,0,0,0,225
2018,PS115,23,9,0,17,19,14,17,18,10,0,0,0,0,0,0,0,0,0,127
2018,PS142,34,38,1,48,43,42,49,37,41,0,0,0,0,0,0,0,0,0,333
2018,PS187,0,0,0,0,0,0,0,0,0,129,133,136,119,141,111,1,0,0,770
2018,PS266,35,26,0,28,30,28,25,34,25,28,29,0,0,0,0,0,0,0,288
2018,PS295,88,84,0,83,72,71,66,73,63,0,0,0,0,0,0,0,0,0,600
2018,PS027,89,69,0,65,60,62,53,54,65,68,78,0,0,0,0,0,0,0,663
2018,PS110,27,23,0,11,12,14,10,23,19,0,0,0,0,0,0,0,0,0,139
2018,PS117,47,51,0,46,69,72,60,60,64,68,66,0,0,0,0,0,0,0,603
2018,PS405,0,0,0,0,0,0,0,0,0,0,0,74,61,75,67,0,0,0,277
2018,PS105,37,31,0,22,27,23,27,19,22,22,15,0,0,0,0,0,0,0,245
2018,PS288,104,90,0,78,62,77,87,79,75,72,71,0,0,0,0,0,0,0,795
2018,PS289,73,75,0,82,71,79,78,80,77,84,70,0,0,0,0,0,0,0,769
2018,PS406,0,0,0,0,0,0,0,0,0,0,0,196,233,211,196,1,0,0,837
2018,PS010,32,17,0,14,29,22,18,19,16,28,24,0,0,0,0,0,0,0,219
2018,PS112,15,15,0,20,15,19,16,13,12,14,8,0,0,0,0,0,0,0,147
2018,PS122,24,17,0,14,21,24,15,15,22,25,23,0,0,0,0,0,0,0,200
2018,PS148,0,2,0,5,2,5,3,8,3,0,0,0,0,0,0,0,0,0,28
2018,PS209,14,9,0,7,6,8,8,7,6,0,0,0,0,0,0,0,0,0,65
2018,PS057,54,38,0,33,40,44,48,46,45,0,0,0,0,0,0,0,0,0,348
2018,PS093,29,18,0,16,13,16,22,20,10,0,0,0,0,0,0,0,0,0,144
2018,PS145,13,15,0,35,25,30,32,32,30,0,0,0,0,0,0,0,0,0,212
2018,PS153,44,32,0,34,37,37,40,27,30,0,0,0,0,0,0,0,0,0,281
