SY,ORG_ID,PK/EEE,K_Full,K_Part,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,AW,ADP,PD,Total
2007,PS153,18,34,0,24,24,27,41,26,37,0,0,0,0,0,0,0,0,0,231
2007,PS158,0,0,0,0,0,0,0,0,0,0,0,171,166,129,152,0,0,0,618
2007,PS325,10,0,12,8,10,12,11,13,11,0,0,0,0,0,0,0,0,0,87
2007,PS404,0,0,0,0,0,0,0,0,0,131,149,0,0,0,0,0,0,0,280
2007,PS156,0,0,0,8,4,7,0,0,0,0,0,0,0,0,0,0,0,0,19
2007,PS194,0,0,66,55,56,52,66,57,0,0,0,0,0,0,0,0,0,0,352
2007,PS224,0,0,0,0,0,0,0,0,0,0,0,96,92,95,93,3,0,0,379
2007,PS286,0,0,32,41,35,48,46,49,0,0,0,0,0,0,0,0,0,0,251
2007,PS287,0,0,0,0,0,0,0,0,43,64,62,57,60,65,47,0,0,0,398
2007,PS394,0,0,0,0,0,0,0,0,77,90,91,0,0,0,0,0,0,0,258
2007,PS140,55,146,0,127,127,124,135,144,115,0,0,0,0,0,0,0,0,0,973
2007,PS185,0,0,0,0,0,0,0,0,0,142,142,0,0,0,0,0,0,0,284
2007,PS186,0,0,0,0,0,0,0,0,0,0,0,140,162,129,123,0,0,0,554
2007,PS173,0,0,0,0,0,0,0,0,98,53,92,0,0,0,0,0,0,0,243
2007,PS191,0,0,0,0,0,0,0,0,0,0,0,105,89,104,100,6,0,0,404
2007,PS308,0,60,0,62,61,51,62,73,0,0,0,0,0,0,0,0,0,0,369
2007,PS037,0,30,0,34,23,38,40,29,41,0,0,0,0,0,0,0,0,0,235
2007,PS202,10,17,0,14,19,19,23,25,25,0,0,0,0,0,0,0,0,0,152
2007,PS220,0,0,0,0,0,0,0,0,0,57,65,111,81,82,71,0,0,0,467
2007,PS298,0,1,35,40,27,19,39,39,39,0,0,0,0,0,0,0,0,0,239
2007,PS310,0,21,0,24,25,30,24,26,28,32,26,0,0,0,0,0,0,0,236
2007,PS215,0,7,0,7,14,12,12,8,13,8,8,0,0,0,0,0,0,0,89
2007,PS322,13,7,0,9,5,10,7,8,6,5,5,0,0,0,0,0,0,0,75
2007,PS343,30,37,0,35,53,34,52,39,0,0,0,0,0,0,0,0,0,0,280
2007,PS344,0,0,0,0,0,0,0,0,46,33,38,51,45,49,44,0,0,0,306
2007,PS038,0,0,10,13,16,20,13,16,13,0,0,0,0,0,0,0,0,0,101
2007,PS047,0,2,12,11,13,15,10,11,24,0,0,0,0,0,0,0,0,0,98
2007,PS237,0,0,0,0,0,0,0,0,0,91,72,76,88,97,79,1,0,0,504
2007,PS359,0,45,0,49,40,51,42,46,50,0,0,0,0,0,0,0,0,0,323
2007,PS069,0,0,15,13,10,13,9,11,7,5,11,18,31,21,26,0,0,0,190
2007,PS206,0,15,0,13,18,12,9,14,9,8,15,0,0,0,0,0,0,0,113
2007,PS263,8,0,12,8,18,18,8,17,13,0,0,0,0,0,0,0,0,0,102
2007,PS274,18,24,0,19,17,27,15,30,24,28,30,50,41,54,41,0,0,0,418
2007,PS303,0,0,11,11,9,13,15,10,19,13,11,0,0,0,0,0,0,0,112
2007,PS007,0,10,0,9,10,11,14,12,18,12,8,0,0,0,0,0,0,0,104
2007,PS022,0,19,0,26,17,15,15,18,18,22,25,0,0,0,0,0,0,0,175
2007,PS049,0,13,0,10,17,10,11,8,11,0,0,0,0,0,0,0,0,0,80
2007,PS118,0,18,0,13,12,18,10,10,16,11,7,0,0,0,0,0,0,0,115
2007,PS147,0,0,14,16,13,14,16,17,24,23,14,0,0,0,0,0,0,0,151
2007,PS157,0,0,0,0,0,0,0,0,0,0,0,121,97,80,89,0,0,0,387
2007,PS217,0,10,0,12,13,14,14,7,18,10,23,0,0,0,0,0,0,0,121
2007,PS078,0,0,13,11,13,17,14,10,12,18,18,11,17,15,11,1,0,0,181
2007,PS126,0,11,0,16,5,9,12,8,15,0,0,0,0,0,0,0,0,0,76
2007,PS131,0,41,0,40,46,39,39,40,37,0,0,0,0,0,0,0,0,0,282
2007,PS139,0,0,0,0,0,0,0,0,0,56,65,76,51,49,65,0,0,0,362
2007,PS352,0,15,0,18,24,18,18,27,14,0,0,0,0,0,0,0,0,0,134
2007,PS353,0,0,10,8,11,11,11,5,9,0,0,0,0,0,0,0,0,0,65
2007,PS044,22,0,10,16,10,11,13,12,10,20,18,0,0,0,0,0,0,0,142
2007,PS067,7,0,10,5,9,11,11,7,11,14,12,0,0,0,0,0,0,0,97
2007,PS077,0,8,0,14,10,10,16,7,13,10,16,0,0,0,0,0,0,0,104
2007,PS084,0,59,0,51,50,58,75,63,48,0,0,0,0,0,0,0,0,0,404
2007,PS102,0,5,0,3,3,9,4,8,8,0,0,0,0,0,0,0,0,0,40
2007,PS144,12,0,10,11,7,9,13,6,12,0,0,0,0,0,0,0,0,0,80
2007,PS166,16,0,15,14,8,16,11,11,10,8,9,0,0,0,0,0,0,0,118
2007,PS204,0,32,0,38,47,50,51,42,35,0,0,0,0,0,0,0,0,0,295
2007,PS205,0,14,0,12,15,16,20,15,20,0,0,0,0,0,0,0,0,0,112
2007,PS208,0,0,0,0,0,0,0,0,0,0,0,281,311,242,214,0,0,0,1048
2007,PS302,0,0,27,20,16,14,19,16,20,19,11,0,0,0,0,0,0,0,162
2007,PS364,0,0,0,0,0,0,0,0,0,174,158,0,0,0,0,0,0,0,332
2007,PS374,0,0,14,12,12,11,11,9,10,0,0,0,0,0,0,0,0,0,79
2007,PI004,0,0,0,0,0,0,0,0,47,44,33,38,44,49,38,0,0,0,293
2007,PS106,0,18,0,21,14,27,20,18,0,0,0,0,0,0,0,0,0,0,118
2007,PS399,0,16,0,14,10,15,17,16,0,0,0,0,0,0,0,0,0,0,88
2007,PS232,10,29,0,26,22,22,26,22,37,0,0,0,0,0,0,0,0,0,194
2007,PS233,0,0,0,0,0,0,0,0,0,32,15,29,23,33,32,0,0,0,164
2007,PS258,7,33,0,33,28,32,37,34,42,44,37,0,0,0,0,0,0,0,327
2007,PS331,19,32,0,23,24,27,27,30,19,35,33,30,41,23,34,2,0,0,399
2007,PS253,0,0,0,0,0,0,0,0,0,0,0,297,293,280,294,0,0,0,1164
2007,PS255,15,94,0,74,88,0,0,0,0,0,0,0,0,0,0,0,0,0,271
2007,PS256,30,75,0,89,94,0,0,0,0,0,0,0,0,0,0,0,0,0,288
2007,PS365,0,0,0,0,0,0,0,0,0,192,177,0,0,0,0,0,0,0,369
2007,PS382,0,0,0,0,0,163,141,173,186,0,0,0,0,0,0,0,0,0,663
2007,PS021,25,0,33,30,32,25,41,30,33,27,26,0,0,0,0,0,0,0,302
2007,PS160,5,6,0,8,10,13,7,8,7,0,0,0,0,0,0,0,0,0,64
2007,PS165,43,41,0,27,46,37,20,34,38,0,0,0,0,0,0,0,0,0,286
2007,PS200,61,47,0,53,36,41,36,55,40,0,0,0,0,0,0,0,0,0,369
2007,PS219,0,0,0,0,0,0,0,0,0,116,116,130,121,136,98,1,0,0,718
2007,PS290,0,0,7,2,3,5,3,5,5,0,0,0,0,0,0,0,0,0,30
2007,PS340,7,8,0,3,5,4,2,3,2,0,0,0,0,0,0,0,0,0,34
2007,PS071,30,25,0,27,23,33,31,27,27,0,0,0,0,0,0,0,0,0,223
2007,PS183,0,0,0,0,0,0,0,0,0,95,99,112,118,134,131,0,0,0,689
2007,PS269,9,8,0,9,10,9,11,9,5,0,0,0,0,0,0,0,0,0,70
2007,PS317,0,16,0,28,15,17,25,32,19,0,0,0,0,0,0,0,0,0,152
2007,PS182,11,0,10,10,8,5,6,9,10,0,0,0,0,0,0,0,0,0,69
2007,PS229,0,28,0,27,24,29,36,23,32,0,0,0,0,0,0,0,0,0,199
2007,PS230,0,0,0,0,0,0,0,0,0,41,44,52,50,49,50,0,0,0,286
2007,PS300,9,7,0,6,5,4,7,4,1,0,0,0,0,0,0,0,0,0,43
2007,PS328,0,16,0,11,11,13,7,8,13,0,0,0,0,0,0,0,0,0,79
2007,PS035,0,0,0,0,0,0,0,0,0,27,39,32,31,43,40,0,0,0,212
2007,PS167,0,16,0,11,16,19,16,21,19,0,0,0,0,0,0,0,0,0,118
2007,PS198,0,15,0,13,15,18,9,9,17,0,0,0,0,0,0,0,0,0,96
2007,PS225,0,3,0,6,4,2,2,2,1,0,0,0,0,0,0,0,0,0,20
2007,PS176,0,0,28,37,41,45,58,57,46,0,0,0,0,0,0,0,0,0,312
2007,PS064,0,29,0,50,50,46,40,42,0,0,0,0,0,0,0,0,0,0,257
2007,PS216,0,52,0,59,51,59,55,63,0,0,0,0,0,0,0,0,0,0,339
2007,PS271,0,52,0,69,69,58,72,77,0,0,0,0,0,0,0,0,0,0,397
2007,PS272,0,0,0,0,0,0,0,0,0,0,0,219,215,259,256,0,0,0,949
2007,PS273,0,0,0,0,0,0,0,0,182,178,210,0,0,0,0,0,0,0,570
2007,PS029,0,40,0,40,39,63,39,19,31,0,0,0,0,0,0,0,0,0,271
2007,PS062,0,51,0,29,44,36,37,48,37,0,0,0,0,0,0,0,0,0,282
2007,PS188,0,44,0,40,48,39,45,46,45,0,0,0,0,0,0,0,0,0,307
2007,PS192,0,20,0,21,16,22,18,21,23,0,0,0,0,0,0,0,0,0,141
2007,PS196,0,0,0,0,0,0,0,0,0,0,0,294,281,279,287,0,0,0,1141
2007,PS197,0,0,0,0,0,0,0,0,0,259,296,0,0,0,0,0,0,0,555
2007,PS213,0,13,0,19,21,24,22,19,23,0,0,0,0,0,0,0,0,0,141
2007,PS231,0,36,0,33,31,36,32,34,35,0,0,0,0,0,0,0,0,0,237
2007,PS262,0,29,0,20,23,32,26,31,21,0,0,0,0,0,0,0,0,0,182
2007,PS354,0,6,0,5,5,7,5,2,4,0,0,0,0,0,0,0,0,0,34
2007,PS245,0,0,0,0,0,0,0,0,98,103,106,0,0,0,0,0,0,0,307
2007,PS277,0,18,0,20,21,22,19,21,0,0,0,0,0,0,0,0,0,0,121
2007,PS278,0,0,0,0,0,0,0,0,0,0,0,153,135,128,120,1,0,0,537
2007,PS279,0,36,0,40,53,40,58,62,0,0,0,0,0,0,0,0,0,0,289
2007,PS280,0,42,0,39,18,38,22,22,0,0,0,0,0,0,0,0,0,0,181
2007,PS400,88,59,0,74,59,77,58,58,75,70,78,0,0,0,0,0,0,0,696
2007,PS033,33,20,0,29,33,37,25,29,26,0,0,0,0,0,0,0,0,0,232
2007,PS056,19,0,19,17,17,13,16,16,13,0,0,0,0,0,0,0,0,0,130
2007,PS091,29,26,0,32,29,29,32,26,28,0,0,0,0,0,0,0,0,0,231
2007,PS181,25,18,0,19,20,15,18,18,25,0,0,0,0,0,0,0,0,0,158
2007,PS305,0,0,0,0,0,0,0,0,0,128,147,130,172,151,152,3,0,0,883
2007,PS357,8,10,0,10,8,7,8,13,13,0,0,0,0,0,0,0,0,0,77
2007,PS055,11,0,13,10,11,14,11,12,10,11,15,20,34,18,22,0,0,0,212
2007,PS304,22,0,26,27,41,26,33,28,23,37,32,36,41,35,33,1,0,0,441
2007,PS210,39,5,39,56,44,40,42,51,0,0,0,0,0,0,0,0,0,0,316
2007,PS211,0,0,0,0,0,0,0,0,47,55,55,63,72,61,58,0,0,0,411
2007,PS250,4,8,0,15,4,10,7,4,5,0,0,0,0,0,0,0,0,0,57
2007,PS107,14,0,9,15,13,13,20,15,17,0,0,0,0,0,0,0,0,0,116
2007,PS138,0,0,0,0,0,0,0,0,0,0,0,156,169,165,161,4,0,0,655
2007,PS193,24,0,15,16,19,26,17,19,24,0,0,0,0,0,0,0,0,0,160
2007,PS315,45,0,15,28,15,22,18,22,24,0,0,0,0,0,0,0,0,0,189
2007,PS320,19,14,1,13,21,11,12,21,20,0,0,0,0,0,0,0,0,0,132
2007,PS390,93,0,69,65,81,75,58,0,0,0,0,0,0,0,0,0,0,0,441
2007,PS391,0,0,0,0,0,0,0,80,72,85,80,0,0,0,0,0,0,0,317
2007,PS393,0,0,0,0,0,0,0,0,0,72,81,0,0,0,0,0,0,0,153
2007,PS048,0,3,0,8,5,7,7,10,5,0,0,0,0,0,0,0,0,0,45
2007,PS086,7,10,0,11,9,10,13,12,13,0,0,0,0,0,0,0,0,0,85
2007,PS149,7,12,0,9,12,12,15,14,9,0,0,0,0,0,0,0,0,0,90
2007,PS161,0,0,0,0,0,0,0,0,0,60,66,66,67,69,53,3,0,0,384
2007,PS177,8,0,8,13,5,12,7,4,11,12,7,0,0,0,0,0,0,0,87
2007,PS203,0,19,0,13,19,13,16,30,16,0,0,0,0,0,0,0,0,0,126
2007,PS301,0,14,0,15,15,10,13,11,13,0,0,0,0,0,0,0,0,0,91
2007,PS319,10,15,0,8,11,11,9,13,7,0,0,0,0,0,0,0,0,0,84
2007,PS347,4,0,2,5,1,4,7,4,2,0,0,0,0,0,0,0,0,0,29
2007,PS024,0,0,0,0,0,0,0,52,56,84,82,0,0,0,0,0,0,0,274
2007,PS025,0,0,0,0,0,0,0,0,0,0,0,123,95,71,85,0,0,0,374
2007,PS120,0,10,0,16,10,16,14,10,11,0,0,0,0,0,0,0,0,0,87
2007,PS249,0,47,0,40,47,36,31,0,0,0,0,0,0,0,0,0,0,0,201
2007,PS260,0,16,0,19,18,18,18,17,0,0,0,0,0,0,0,0,0,0,106
2007,PS334,0,36,0,29,39,34,29,26,22,0,0,0,0,0,0,0,0,0,215
2007,PS001,0,51,0,55,66,47,57,33,49,0,0,0,0,0,0,0,0,0,358
2007,PS040,0,0,0,0,0,0,0,0,0,0,0,275,243,281,233,0,0,0,1032
2007,PS087,0,16,0,7,18,17,21,12,16,22,27,0,0,0,0,0,0,0,156
2007,PS128,0,10,0,18,15,18,19,18,20,17,31,0,0,0,0,0,0,0,166
2007,PS234,14,21,0,13,28,15,20,19,26,29,30,0,0,0,0,0,0,0,215
2007,PS313,0,14,0,16,29,23,30,29,34,0,0,0,0,0,0,0,0,0,175
2007,PS367,0,0,0,0,0,0,0,0,0,147,135,0,0,0,0,0,0,0,282
2007,PS383,0,16,0,17,23,21,29,24,20,0,0,0,0,0,0,0,0,0,150
2007,PS385,0,41,0,38,41,33,37,41,31,0,0,0,0,0,0,0,0,0,262
2007,PS083,40,16,0,27,15,18,30,26,0,0,0,0,0,0,0,0,0,0,172
2007,PS129,0,6,0,4,7,10,8,7,5,5,6,0,0,0,0,0,0,0,58
2007,PS240,3,0,6,11,4,6,7,7,8,8,5,0,0,0,0,0,0,0,65
2007,PS284,0,0,6,5,7,8,11,7,9,8,11,0,0,0,0,0,0,0,72
2007,PS341,26,17,0,13,20,13,14,14,0,0,0,0,0,0,0,0,0,0,117
2007,PS346,0,0,0,0,0,0,0,0,0,0,0,44,60,56,79,0,0,0,239
2007,PS403,0,0,0,0,0,0,0,0,23,41,42,0,0,0,0,0,0,0,106
2007,PS017,0,5,0,8,10,9,9,4,12,0,0,0,0,0,0,0,0,0,57
2007,PS042,0,0,11,3,13,11,8,11,12,0,0,0,0,0,0,0,0,0,69
2007,PS226,0,9,0,9,15,17,11,13,14,0,0,0,0,0,0,0,0,0,88
2007,PS239,0,0,3,7,6,9,4,8,11,0,0,0,0,0,0,0,0,0,48
2007,PS267,15,0,7,4,15,16,10,9,11,0,0,0,0,0,0,0,0,0,87
2007,PS355,0,23,1,25,22,33,29,28,25,0,0,0,0,0,0,0,0,0,186
2007,PS356,0,0,0,0,0,0,0,0,0,0,0,126,99,112,98,0,0,0,435
2007,PS368,0,0,0,0,0,0,0,0,0,89,101,0,0,0,0,0,0,0,190
2007,PS034,0,23,0,23,23,15,27,18,20,0,0,0,0,0,0,0,0,0,149
2007,PS247,0,9,0,9,9,8,12,13,7,25,30,28,25,19,26,0,0,0,220
2007,PS285,4,0,10,6,13,6,14,6,10,0,0,0,0,0,0,0,0,0,69
2007,PS338,0,0,0,0,0,0,0,0,0,29,20,25,17,19,23,1,0,0,134
2007,PS402,3,4,0,8,5,6,5,6,2,0,0,0,0,0,0,0,0,0,39
2007,PS008,0,10,0,3,12,3,7,11,11,0,0,0,0,0,0,0,0,0,57
2007,PS137,0,0,40,31,34,29,38,40,50,36,42,0,0,0,0,0,0,0,340
2007,PS326,0,26,0,23,33,25,0,0,0,0,0,0,0,0,0,0,0,0,107
2007,PS348,0,0,0,0,0,0,0,0,1,48,43,83,73,60,75,0,0,0,383
2007,PS349,0,41,0,30,34,30,37,36,40,0,0,0,0,0,0,0,0,0,248
2007,PS361,0,0,0,0,0,0,21,15,19,33,33,0,0,0,0,0,0,0,121
2007,PS063,16,19,0,15,13,12,13,15,11,0,0,0,0,0,0,0,0,0,114
2007,PS070,40,8,37,32,40,35,31,42,32,0,0,0,0,0,0,0,0,0,297
2007,PS111,36,26,0,31,35,37,41,30,30,32,26,0,0,0,0,0,0,0,324
2007,PS124,0,0,0,0,0,0,0,0,0,64,59,71,69,63,89,0,0,0,415
2007,PS154,71,51,0,65,48,46,48,51,0,0,0,0,0,0,0,0,0,0,380
2007,PS351,0,0,0,0,0,0,0,0,0,0,0,86,58,52,41,0,0,0,237
2007,PS401,0,0,0,0,0,0,0,0,58,54,55,0,0,0,0,0,0,0,167
2008,PS043,7,0,10,6,18,16,15,14,17,0,0,0,0,0,0,0,0,0,103
2008,PS076,0,13,0,9,18,7,14,17,10,0,0,0,0,0,0,0,0,0,88
2008,PS179,0,52,0,48,62,54,58,50,57,0,0,0,0,0,0,0,0,0,381
2008,PS180,0,0,0,0,0,0,0,0,0,0,0,148,167,180,174,4,0,0,673
2008,PS244,1,4,0,5,11,7,8,9,7,0,0,0,0,0,0,0,0,0,52
2008,PS259,0,12,0,15,8,17,15,16,10,0,0,0,0,0,0,0,0,0,93
2008,PS268,0,15,0,11,9,10,19,12,11,0,0,0,0,0,0,0,0,0,87
2008,PS336,0,5,0,7,21,11,14,10,17,0,0,0,0,0,0,0,0,0,85
2008,PS366,0,0,0,0,0,0,0,0,0,154,167,0,0,0,0,0,0,0,321
2008,PS023,0,12,0,20,17,12,25,23,23,0,0,0,0,0,0,0,0,0,132
2008,PS045,0,39,0,47,38,48,49,38,35,0,0,0,0,0,0,0,0,0,294
2008,PS162,0,17,0,18,22,13,18,10,23,0,0,0,0,0,0,0,0,0,121
2008,PS189,0,0,20,34,36,25,15,34,23,0,0,0,0,0,0,0,0,0,187
2008,PS195,0,0,0,0,0,0,0,0,0,132,152,149,181,163,154,0,0,0,931
2008,PS246,0,18,0,16,26,25,16,16,26,0,0,0,0,0,0,0,0,0,143
2008,PS002,0,0,18,16,16,15,16,18,27,0,0,0,0,0,0,0,0,0,126
2008,PS108,0,33,0,23,31,29,31,26,27,0,0,0,0,0,0,0,0,0,200
2008,PS311,0,0,28,49,30,41,35,37,40,0,0,0,0,0,0,0,0,0,260
2008,PS312,0,0,0,0,0,0,0,0,0,96,106,89,115,113,119,0,0,0,638
2008,PS031,21,11,0,16,9,14,19,10,10,18,21,0,0,0,0,0,0,0,149
2008,PS061,27,30,0,45,49,32,45,46,44,47,39,0,0,0,0,0,0,0,404
2008,PS103,22,23,0,30,35,37,44,31,46,36,42,0,0,0,0,0,0,0,346
2008,PS104,0,0,0,0,0,0,0,0,0,0,0,136,138,103,144,5,0,0,526
2008,PS218,0,12,0,10,10,25,13,13,11,17,20,0,0,0,0,0,0,0,131
2008,PS020,40,99,0,90,95,94,81,110,101,110,110,0,0,0,0,0,0,0,930
2008,PS276,10,0,0,0,0,0,0,0,0,0,0,229,223,239,217,0,0,0,918
2008,PS381,45,108,0,86,81,96,98,93,95,89,102,0,0,0,0,0,0,0,893
2008,PS011,0,0,0,0,0,0,0,0,19,27,24,27,29,38,39,0,0,0,203
2008,PS109,0,27,0,22,23,22,22,23,0,0,0,0,0,0,0,0,0,0,139
2008,PS079,0,21,0,14,19,18,16,15,15,0,0,0,0,0,0,0,0,0,118
2008,PS085,0,14,0,18,12,14,17,18,21,27,34,0,0,0,0,0,0,0,175
2008,PS175,0,34,0,38,38,40,39,47,45,56,80,0,0,0,0,0,0,0,417
2008,PS293,0,5,0,5,5,6,6,11,10,0,0,0,0,0,0,0,0,0,48
2008,PS392,0,23,0,26,27,28,30,28,25,0,0,0,0,0,0,0,0,0,187
2008,PS036,28,38,0,29,26,20,28,22,23,31,32,55,34,36,33,0,0,0,435
2008,PS052,0,0,0,0,0,0,0,0,0,0,0,332,294,289,272,16,0,0,1203
2008,PS065,0,55,1,48,57,38,50,39,0,0,0,0,0,0,0,0,0,0,288
2008,PS080,0,51,0,43,39,45,46,44,0,0,0,0,0,0,0,0,0,0,268
2008,PS094,0,53,0,52,53,45,55,47,0,0,0,0,0,0,0,0,0,0,305
2008,PS095,0,0,0,0,0,0,0,0,113,122,113,0,0,0,0,0,0,0,348
2008,PS155,0,54,0,55,51,57,61,59,0,0,0,0,0,0,0,0,0,0,337
2008,PS159,0,27,0,29,22,30,16,26,0,0,0,0,0,0,0,0,0,0,150
2008,PS169,0,0,0,0,0,0,0,0,126,134,133,0,0,0,0,0,0,0,393
2008,PS337,33,38,0,40,32,32,37,32,0,0,0,0,0,0,0,0,0,0,244
2008,PS018,0,26,0,21,17,15,12,22,16,22,29,0,0,0,0,0,0,0,180
2008,PS082,0,24,0,21,20,19,23,20,27,27,27,35,32,39,27,0,0,0,341
2008,PS223,0,6,0,9,3,7,6,5,7,0,0,0,0,0,0,0,0,0,43
2008,PS316,0,0,12,12,9,14,13,6,15,11,15,0,0,0,0,0,0,0,107
2008,PS051,0,1,17,21,21,25,29,23,21,16,15,0,0,0,0,0,0,0,189
2008,PS090,0,0,0,2,2,3,3,4,5,2,4,0,0,0,0,0,0,0,25
2008,PS170,0,56,0,42,58,45,57,61,59,51,75,0,0,0,0,0,0,0,504
2008,PS184,30,0,11,14,15,16,12,11,11,22,17,0,0,0,0,0,0,0,159
2008,PS201,0,0,9,6,4,5,7,5,7,4,1,0,0,0,0,0,0,0,48
2008,PS294,0,9,0,15,5,6,11,14,8,12,9,0,0,0,0,0,0,0,89
2008,PS009,0,0,0,0,0,0,0,0,104,140,103,0,0,0,0,0,0,0,347
